Supplier Name,Country Code,Match1,Score1,Match2,Score2,Match3,Score3,Match4,Score4,Match5,Score5
Quality Chemical,GB-MERC-Q0000001,Zaliv Shipyard,47,Almaz Antey,44,GEOPOLITICA,44,Luhansk Economic Union,42,United Shipbuilding,40
Southern Electromotive Distribution,GB-JLR-S0000269,Luhansk Economic Union,42,Black Sea Bank Development and Reconstruction,42,The Berkatit Tommot Yakutsk Railway Line s Construction Directorate,41,Oplot Battalion,40,Russian Direct Investment Fund,40
Bodylines,GB-TOYLEX-B0001133,Svobodny Donbass,48,Dobrolet,47,Sobol,43,Death Battalion,42,Smert Battalion,42
Acclaim Logistics,GB-MERC-A0001728,First Crimean Insurance,45,Oplot Battalion,44,Vostok Battalion,42,Mostotrest,37,CB IS Bank,37
M D Refurbishment,GB-TOYLEX-W0000587,Russian Direct Investment Fund,43,Donetsk Republic,42,Almaz Antey Defense,39,Army of the Southeast,37,VAD Aktsionernoe Obshchestvo VAD,37
Paul Owen T A Swiss Cottage Guildford,GB-JLR-S0000293,Cossack National Guard,44,Oplot Battalion,42,Somali Battalion,42,Sparta Battalion,42,Kalmius Battalion,41
Select Vehicles,GB-MERC-S0000032,Tactical Missiles,44,GEOPOLITICA,38,First Crimean Insurance,37,ROSNEFT AERO,37,Russian Direct Investment Fund,36
RML Transport,GB-TOYLEX-R0000789,Lenpromtransproyekt,62,VO Technopromexport,44,Mostotrest,43,Almaz Antey,42,Army of the Southeast,41
The Leasing Lounge,GB-JLR-T0001361,NEW EASTERN OUTLK,51,Army of the South East,50,The Great Don Army,44,First Crimean Insurance,44,United Shipbuilding,43
Spratt Endicott,GB-MERC-S0001755,Lenpromtransproyekt,47,Sparta Battalion,45,First Crimean Insurance,42,Internet Research Agency,41,Smert Battalion,40
Glass Surgeon South West,GB-TOYLEX-G0000647,Army of the South East,57,Army of the Southeast,53,Gas Industry Insurance Company SOGAZ,47,Institute Giprostroymost Saint Petersburg,43,Narodny Soyuz,43
Time Systems UK,GB-JLR-T0000057,NEW EASTERN OUTLK,50,Mostotrest P,44,Tactical Missiles,44,Mostotrest,40,Interavtomatika,40
Bolton Lock,GB-PROP-B0000870,Oplot Battalion,54,Vostok Battalion,52,Somali Battalion,44,Kalmius Battalion,43,Dobrolet,42
The British Association for Shooting and Conservation,GB-TOYLEX-T0000126,State Concern National Association of producers Massandra,56,Foreign Economic Association Technopromexport,53,Black Sea Bank for Development and Reconstruction,51,International Union of Public Associations Great Don Army,49,Separate Artillery Brigade of the 1st Army Corps,42
Bolton Roof Racks,GB-PROP-B0000872,Bank of Russia,52,Sberbank of Russia,46,Oplot Battalion,44,Zarya Battalion,44,Free Donbas,43
S P Strategies Ltd T A Voltz Leasing,GB-TOYLEX-S0001809,State enterprise Universal Avia,42,Peace To Luhansk Region,41,Mostotrest Mostotrest,39,Z Interavtomatika IA,39,Gas Industry Insurance Company SOGAZ,39
Evogo,GB-BMW-E0000063,VO TPE,55,O VO TPE,46,Sobol,40,GEOPOLITICA,38,ROSNEFT AERO,35
Boundary Garage Bury,GB-PROP-B0000875,Industrialny Sberegatelny Bank,44,The Great Don Army,42,Zarya Battalion,40,United Aircraft,40,Prizrak Battalion Ghost Brigade,39
URA Ventures Ltd T A GKL Leasing,GB-TOYLEX-G0000650,Crimean Republican Enterprise Azov Distillery Plant,39,Resort Nizhnyaya Oreanda,39,Army of the Southeast,38,State enterprise Universal Avia,38,Gas Industry Insurance Company SOGAZ,38
DJC Initiatives Ltd T A The Angel Hotel,GB-JLR-T0000124,State enterprise Universal Avia,40,The Great Don Army,39,Internet Research Agency,38,State Enterprise Magarach of the National Institute of Wine,37,State Unitary Enterprise of the Crimean Republic Crimean Sea Ports,36
Brookside Welding Supplies,GB-PROP-B0000881,First Crimean Insurance,41,Prizrak Brigade,39,Army of the Southeast,38,Free Donbass,37,Institute Giprostroymost Saint Petersburg,36
ERF Electrical Wholesalers,GB-BMW-E0000082,Tactical Missiles,47,Sberbank Public Sberbank,40,Internet Research Agency,40,State enterprise Universal Avia,39,Russian National Commercial Bank,38
2x2 Ltd T A 2X2 Worldwide,GB-JLR-T0000168,So called Donetsk People s Republic,37,The Great Don Army,33,Sparkling Wine Plant Novy Svet,33,State Enterprise Sparkling Wine Plant Novy Svet,33,Army of the Southeast,30
Mortons Dairies,GB-TOYLEX-M0001274,Mostotrest,56,Mostotrest P,52,Mostotrest Mostotrest,50,Svobodny Donbass,45,Otkritie,43
David Ragg Florist T A Landsdowne Florists,GB-JLR-L0000675,State enterprise Universal Avia,41,State Unitary Enterprise of the Crimean Republic Crimean Sea Ports,37,Institute Giprostroymost Saint Petersburg,36,Prizrak Battalion Ghost Battalion,35,State Enterprise Magarach of the National Institute of Wine,34
Medical Connections Media,GB-JLR-M0001282,Donetsk Republic,44,So called Donetsk People s Republic,43,Donbas People s Militia,42,Fedosia Oil Products Supply,42,Donbass People s Militia,41
Complete Cleaning Services South West Ltd T A The Window Cleaners,GB-JLR-C0001544,State Unitary Enterprise of the Crimean Republic Crimean Sea Ports,41,So called Donetsk People s Republic,40,Army of the South East,39,State Unitary Enterprise of the Republic of Crimea Sparkling Wine Plant Novy Svet,38,State Unitary Enterprise of the Republic of Crimea UNIVERSAL AVIA,38
East Bilney Garage,GB-BMW-E0000124,Sparta Battalion,47,Integral,46,The Great Don Army,44,First Crimean Insurance,44,Almaz Antey Defense,43
Billcar Precision Engineering,GB-PROP-B0000942,Crimean Republican Enterprise Azov Distillery Plant,40,State enterprise Universal Avia,40,So called Donetsk People s Republic,38,Peace To Luhansk Region,38,Federal United Enterprise Crimea Railway,38
Touch Broadcasting Ltd T A Touch FM,GB-TOYLEX-T0000179,Army of the South East,49,Crimean Republican Enterprise Azov Distillery Plant,35,International Union of Public Associations Great Don Army,35,NEW EASTERN OUTLK,35,The Great Don Army,34
East Coast Signs,GB-BMW-E0000126,Mostotrest,46,First Crimean Insurance,46,Industrial Savings Bank,46,Interavtomatika,45,Svobodny Donbass,44
Easynet,GB-BMW-E0000142,ROSNEFT AERO,53,NEW EASTERN OUTLK,50,Lenpromtransproyekt,46,Genbank,43,VTB Bank,40
Brava Building Services,GB-PROP-B0001225,United Shipbuilding,48,Smert Battalion,47,Sberbank Public Sberbank,43,Somali Battalion,41,Sparta Battalion,41
Vehicle Connections,GB-TOYLEX-V0000360,Donetsk Republic,51,Peace To Luhansk Region,48,People s Union,48,Death Battalion,41,Black Sea Bank Development and Reconstruction,41
Unity Recovery Service Ltd T A Kenyon Motors,GB-MERC-U0000011,State Unitary Enterprise of the Crimean Republic Crimean Sea Ports,45,Internet Research Agency,41,State Unitary Enterprise of the Republic of Crimea UNIVERSAL AVIA,40,Separate Artillery Brigade of the 1st Army Corps,39,State Unitary Enterprise of the Republic of Crimea Chernomorneftegaz,39
S K Hinds T A Taste,GB-JLR-T0001283,Industrial Savings Bank,48,Industrialny Sberegatelny Bank,45,The Great Don Army,43,Army of the Southeast,40,Sparta Battalion,40
BH1 Promotions,GB-PROP-B0001001,VO Technopromexport,48,O VO Technopromexport,46,Dobrolyot,43,Mostotrest,42,Lenpromtransproyekt,42
Saaman Ltd T A Urban Planters Leicestershire,GB-MERC-U0000017,State Enterprise Sparkling Wine Plant Novy Svet,46,State enterprise Universal Avia,43,State Unitary Enterprise of the Republic of Crimea Sparkling Wine Plant Novy Svet,42,Crimean Republican Enterprise Azov Distillery Plant,40,Donbas People s Militia,39
Compass Contract Services UK Ltd T A Eurest Services,GB-BMW-E0000308,The Berkatit Tommot Yakutsk Railway Line s Construction Directorate,42,Research and Production Corporation UralVagonZavod,39,Mostotrest Mostotrest,38,State Enterprise Sevastopol Commercial Seaport,37,Gas Industry Insurance Company SOGAZ,36
Daley Associates,GB-JLR-D0000861,Tactical Missiles,48,Mostotrest P,43,Bank Rossiya,43,Integral,42,Donbas People s Militia,41
Big Marketing,GB-PROP-B0001002,Smert Battalion,43,Prizrak Brigade,43,CB IS Bank,43,Somali Battalion,41,Sparta Battalion,41
Vehicle Contracts,GB-MERC-V0000003,Free Donbas,50,Donetsk Republic,48,Free Donbass,48,Vneshekonombank,44,Z Interautomatica,41
Ever Cal,GB-BMW-E0000351,ORIENTAL REVIEW,52,Integral,50,Concern Almaz Antey,44,Smert Battalion,43,VEB RF,43
Worthingtons Transport,GB-JLR-W0000570,Mostotrest,44,Lenpromtransproyekt,44,O VO Technopromexport,42,Foreign Economic Association Technopromexport,42,Mostotrest Mostotrest,42
Barkers 2001,GB-PROP-B0001026,Bulwark,42,IS Bank,42,CB IS Bank,36,Free Donbas,35,Russia Bank,35
Cobham FC,GB-TOYLEX-C0001563,Free Donbas,50,Free Donbass,48,SOVCOMBANK,42,VEB RF,40,IS Bank,38
BDB Design Build,GB-PROP-B0001047,United Shipbuilding,51,NEW EASTERN OUTLK,42,Russian Direct Investment Fund,39,CB IS Bank,38,Russia Bank,37
M Calver T A The West End Group,GB-JLR-T0000203,Separate Artillery Brigade of the 1st Army Corps,46,Army of the South East,45,The Great Don Army,45,Federal State of Novorossiya,41,State Unitary Enterprise of the Republic of Crimea UNIVERSAL AVIA,40
Sussex Vehicles Finance,GB-MERC-S0001784,Russian Direct Investment Fund,42,Russia Bank,41,Industrial Savings Bank,39,Donbass People s Militia,38,People s Union,38
Eazicarmove,GB-BMW-E0000405,Tactical Missiles,43,VO Technopromexport,40,O VO Technopromexport,38,United Aircraft,38,Almaz Antey,36
Brownfield Solutions,GB-PROP-B0001079,Army of the Southeast,49,Army of the South East,48,People s Union,47,United Shipbuilding,46,Somali Battalion,44
AVC Group Ltd T A Mr Lease,GB-MERC-M0001317,Army of the Southeast,47,The Great Don Army,45,Peace To Luhansk Region,41,Federal United Enterprise Crimea Railway,39,558 Aircraft Repair Plant,39
EDT Automotive,GB-BMW-E0000416,Z Interautomatica,52,Interavtomatika,48,Mostotrest,42,Death Battalion,41,Smert Battalion,41
White Event Production,GB-BMW-W0000598,Black Sea Bank Development and Reconstruction,48,Feodosia Enterprise of oil,46,Black Sea Bank of Development and Reconstruction,46,The Great Don Army,45,Black Sea Bank for Development and Reconstruction,45
Chargemaster,GB-TOYLEX-C0001603,The Great Don Army,47,Rostec,44,Almaz Antey,43,Army of the Southeast,42,Army of the South East,41
TT Pumps,GB-JLR-T0000244,Mostotrest,44,Mostotrest P,40,Tactical Missiles,40,TPE,36,People s Union,36
Exterius Facilities Management,GB-BMW-E0000422,State Enterprise Sparkling Wine Plant Novy Svet,44,State Enterprise Magarach of the National Institute of Wine,43,Internet Research Agency,41,Federal United Enterprise Crimea Railway,40,Russian Direct Investment Fund,40
Bodyshop Customs,GB-PROP-B0001091,Narodny Soyuz,41,Dobrolyot,40,Bank of Russia,40,Svobodny Donbass,38,Mostotrest,38
Kent Entertainment Ltd T A The Hop Farm Family Park,GB-MERC-K0000378,State Unitary Enterprise of the City of Sevastopol Sevastopol Sea Port,43,State Unitary Enterprise of the Crimean Republic Crimean Sea Ports,43,State Unitary Enterprise of the Republic of Crimea UNIVERSAL AVIA,43,Separate Artillery Brigade of the 1st Army Corps,40,Crimean Republican Enterprise Azov Distillery Plant,39
Easy Paint Accident Repair Centre,GB-BMW-E0000430,558 Aircraft Repair Plant,52,Internet Research Agency,49,State Enterprise Sevastopol Commercial Seaport,46,Crimean Republican Enterprise Azov Distillery Plant,45,State Enterprise Sparkling Wine Plant Novy Svet,42
Meridian Finance Partners,GB-JLR-M0001254,First Crimean Insurance,46,Bank Otkritie Financial,46,Gas Industry Insurance Company SOGAZ,43,Peace To Luhansk Region,42,Fedosia Oil Products Supply,42
Moto Tec MOT Centre,GB-TOYLEX-M0001246,Mostotrest Mostotrest,65,Army of the South East,54,Army of the Southeast,50,Mostotrest,48,State Enterprise Sevastopol Commercial Seaport,46
Ellisons Solicitors,GB-JLR-E0000720,Somali Battalion,51,Oplot Battalion,47,Smert Battalion,41,Donetsk Republic,40,Svobodny Donbass,40
Tyson Cooper,GB-JLR-T0000249,People s Union,54,O VO TPE,50,VO Technopromexport,45,VO TPE,44,O VO Technopromexport,42
Klarna Bank AB UK Branch,GB-TOYLEX-K0000374,Sberbank Public Sberbank,50,Bank Otkritie Financial,47,Luganskaya Narodnaya Respublika LNR,44,First Crimean Insurance,43,Concern Almaz Antey,42
Dean Bell T A Bells Dairy,GB-MERC-B0001194,The Great Don Army,42,Peace To Luhansk Region,42,Death Battalion,40,Federal United Enterprise Crimea Railway,37,Sberbank Public Sberbank,37
Leasepoint Vehicle Management,GB-TOYLEX-L0000183,Gas Industry Insurance Company SOGAZ,43,Internet Research Agency,42,Sparkling Wine Plant Novy Svet,41,GEOPOLITICA,40,State Enterprise Sparkling Wine Plant Novy Svet,39
Quorum Fleet Solutions,GB-JLR-Q0000059,People s Union,50,Oplot Battalion,43,Army of the Southeast,42,Free Donbas,42,Mostotrest Mostotrest,42
Zip Heaters UK,GB-TOYLEX-Z0000007,NEW EASTERN OUTLK,58,Zaliv Shipyard,43,People s Union,43,Z Interavtomatika IA,41,Donetsk Republic,40
R M Contractors UK,GB-JLR-R0000795,Interavtomatika,48,Z Interavtomatika IA,42,Donetsk Republic,41,Free Donbas,41,Free Donbass,40
Fuelsafe UK Ltd T A Satmo Vehicle Tracking,GB-JLR-S0001752,State Enterprise Sparkling Wine Plant Novy Svet,45,Sparkling Wine Plant Novy Svet,42,State Unitary Enterprise of the Republic of Crimea Sparkling Wine Plant Novy Svet,37,United Shipbuilding,36,Russian Direct Investment Fund,36
Nationwide Vehicle Finance,GB-MERC-N0000048,Bank Otkritie Financial,45,Cossack National Guard,42,Russian National Commercial Bank,41,Aktsionernoe Obshchestvo Genbank,41,United Shipbuilding,40
Frontier Vehicle Leasing,GB-BMW-F0000082,Sparkling Wine Plant Novy Svet,48,United Shipbuilding,47,State Enterprise Sparkling Wine Plant Novy Svet,45,Feodosia Enterprise of oil,44,So called Luhansk Guard,43
Flag Vehicle Deliveries,GB-BMW-F0000199,Almaz Antey Defense,43,Tactical Missiles,40,Donbas People s Militia,39,Donbass People s Militia,38,Luhansk Economic Union,36
Get It Gone,GB-TOYLEX-G0000645,ROSNEFT AERO,52,NEW EASTERN OUTLK,50,Death Battalion,46,Smert Battalion,46,GEOPOLITICA,45
SG Fleet Solutions,GB-BMW-F0000205,People s Union,56,Smert Battalion,48,Free Donbas,48,Free Donbass,47,Army of the Southeast,46
AKR Business Finance,GB-JLR-A0001867,Bank Otkritie Financial,56,First Crimean Insurance,47,Aktsionernoe Obshchestvo Genbank,46,Russia Bank,45,ROSNEFT AERO,44
Fleet Network,GB-BMW-F0000207,NEW EASTERN OUTLK,47,Free Donbas,42,Free Donbass,40,Bulwark,40,ROSNEFT AERO,40
Easy Spray,GB-JLR-E0000679,Sparta Battalion,46,Narodny Soyuz,43,Zaliv Shipyard,42,First Crimean Insurance,42,Lenpromtransproyekt,41
Fleetways Taxis York,GB-BMW-F0000210,Death Battalion,40,Smert Battalion,40,Oplot Battalion,40,Vostok Battalion,39,Free Donbass,38
Francotyp Postalia Ltd EZ Lease Payments,GB-BMW-F0000275,Crimean Republican Enterprise Azov Distillery Plant,40,558 Aircraft Repair Plant,40,Russian Direct Investment Fund,40,State Enterprise Sparkling Wine Plant Novy Svet,39,State Unitary Enterprise of the Crimean Republic Crimean Sea Ports,38
Peglers Garages,GB-JLR-P0001069,Donbas People s Militia,42,ZELENODOLSK SHYARD,42,Donbass People s Militia,41,People s Union,41,Internet Research Agency,41
Fresh of Chester,GB-BMW-F0000287,NEW EASTERN OUTLK,55,Feodosia Enterprise of oil,52,Army of the Southeast,49,Army of the South East,47,Rostec,45
Future Cleaning Services,GB-BMW-F0000307,First Crimean Insurance,55,Mir Luganschine,41,Free Donbass,39,State Enterprise Sparkling Wine Plant Novy Svet,39,Industrial Savings Bank,38
Simplify Vehicles,GB-MERC-S0000237,ZELENODOLSK SHYARD,40,Zaliv Shipyard,39,Luganskiy Ekonomicheskiy Soyuz,38,Army of the Southeast,37,Army of the South East,36
Customise Your Wheels Ltd T A Colour Wizard,GB-JLR-C0001537,State Unitary Enterprise of the Republic of Crimea UNIVERSAL AVIA,43,State Unitary Enterprise of the Crimean Republic Crimean Sea Ports,39,Crimean Republican Enterprise Azov Distillery Plant,38,State Unitary Enterprise of the Republic of Crimea Chernomorneftegaz,38,State Unitary Enterprise of the Republic of Crimea National Institute of Wine Magarach,37
Fortress Locksmiths Ltd T A Fortress Security,GB-BMW-F0000337,Mostotrest Mostotrest,39,Fedosia Oil Products Supply,39,Internet Research Agency,35,Separate Artillery Brigade of the 1st Army Corps,34,Foreign Economic Association Technopromexport,33
Fleet Alliance,GB-BMW-F0000346,Almaz Antey Defense,55,First Crimean Insurance,49,Death Battalion,48,Smert Battalion,48,Oplot Battalion,48
Future Garments Ltd T A Eurox,GB-BMW-F0000347,The Great Don Army,41.379310344827594,Stroygazmontazh Most SGM MOST,41,Peace To Luhansk Region,38,Federal United Enterprise Crimea Railway,38,State Unitary Enterprise of the Republic of Crimea Chernomorneftegaz,37
Lease Comparison,GB-JLR-L0000642,Peace To Luhansk Region,51,The Great Don Army,47,People s Union,47,SOVCOMBANK,46,Death Battalion,45
Go For Finance,GB-MERC-G0000219,Bank Otkritie Financial,49,O VO TPE,45,Peace To Luhansk Region,43,Free Donbas,40,GEOPOLITICA,40
DMA Vehicle Solutions Ltd T A 360 Autoleasing,GB-BMW-A0001863,Army of the South East,39,Army of the Southeast,36,Black Sea Bank Development and Reconstruction,36,State Enterprise Magarach of the National Institute of Wine,35,Donbass People s Militia,35
Todd Engineering,GB-MERC-T0001346,United Shipbuilding,40,Internet Research Agency,40,Interavtomatika,39,VAD Aktsionernoe Obshchestvo VAD,38,Feodosia Enterprise of oil,38
Espresso Plus Ltd T A Snacktime Vending,GB-MERC-E0000712,State enterprise Universal Avia,40,Industrial Savings Bank,39,State Unitary Enterprise of the Republic of Crimea Production Agrarian Union Massandra,38,Sparkling Wine Plant Novy Svet,38,State Enterprise Magarach of the National Institute of Wine,37
GR8 Business Finance,GB-MERC-G0000316,First Crimean Insurance,47,Bank Otkritie Financial,47,Mir Luganschine,46,ROSNEFT AERO,44,Russian Direct Investment Fund,40
Lancewich,GB-MERC-L0000357,Mir Luganschine,42,CB IS Bank,42,Almaz Antey,40,Luhansk Economic Union,39,Peace To Luhansk Region,38
Glyn O Evans,GB-BMW-G0000332,Peace To Luhansk Region,46,Army of the Southeast,42,Genbank,42,Army of the South East,41,Luhansk Economic Union,41
Autoleaseplan,GB-BMW-A0001836,Almaz Antey,42,558 Aircraft Repair Plant,42,Army of the Southeast,41,Mostotrest P,40,Z Interautomatica,40
Gefco,GB-BMW-G0000372,GEOPOLITICA,38,VO TPE,36,Rostec,36,VEB RF,36,ROSNEFT AERO,35
Minden Systems,GB-MERC-M0000714,Narodny Soyuz,44,Almaz Antey Defense,42,Mostotrest,42,NEW EASTERN OUTLK,39,The Great Don Army,38
Grants Supplies,GB-BMW-G0000383,Donetsk Republic,45,Tactical Missiles,44,Fedosia Oil Products Supply,43,Donbas People s Militia,42,Donbass People s Militia,41
Antonio Pili T A Lime Green Cars,GB-JLR-L0000692,International Union of Public Associations Great Don Army,47,The Great Don Army,40,Almaz Antey Defense,39,Concern Almaz Antey,39,Foreign Economic Association Technopromexport,39
